Proximity,Seed,Sample_Size,Train_Error,Test_Error,RF_OOB,RF_Test
OOB,1012,10000,0.0364285714285715,0.0353333333333333,0.180857142857143,0.170333333333333
Original,1012,10000,0.0925714285714285,0.031,0.180857142857143,0.170333333333333
RF-GAP,840,10000,0.00085714285714289,0,0.177142857142857,0.181666666666667
OOB,840,10000,0.0361428571428571,0.0323333333333333,0.177142857142857,0.181666666666667
Original,840,10000,0.0851428571428572,0.0276666666666666,0.177142857142857,0.181666666666667
RF-GAP,654,10000,0.00128571428571433,0,0.183,0.173333333333333
OOB,654,10000,0.0374285714285715,0.036,0.183,0.173333333333333
Original,654,10000,0.0917142857142857,0.0296666666666666,0.183,0.173333333333333
RF-GAP,606,10000,0.00128571428571433,0,0.190571428571429,0.180666666666667
OOB,606,10000,0.0424285714285715,0.0393333333333333,0.190571428571429,0.180666666666667
Original,606,10000,0.0994285714285714,0.0316666666666666,0.190571428571429,0.180666666666667
RF-GAP,234,10000,0.000714285714285667,0,0.189428571428571,0.189333333333333
OOB,234,10000,0.0402857142857143,0.0363333333333333,0.189428571428571,0.189333333333333
Original,234,10000,0.0994285714285714,0.0296666666666666,0.189428571428571,0.189333333333333
RF-GAP,2024,10000,0.001,0,0.183571428571429,0.190666666666667
OOB,2024,10000,0.0385714285714286,0.0373333333333333,0.183571428571429,0.190666666666667
Original,2024,10000,0.092,0.03,0.183571428571429,0.190666666666667
RF-GAP,1260,10000,0.000714285714285667,0,0.184857142857143,0.194
OOB,1260,10000,0.0435714285714286,0.033,0.184857142857143,0.194
Original,1260,10000,0.0968571428571429,0.0286666666666666,0.184857142857143,0.194
RF-GAP,981,10000,0.000714285714285667,0,0.183285714285714,0.184
OOB,981,10000,0.0382857142857143,0.0313333333333333,0.183285714285714,0.184
Original,981,10000,0.0957142857142857,0.0256666666666666,0.183285714285714,0.184
RF-GAP,909,10000,0.00128571428571433,0,0.183142857142857,0.167
OOB,909,10000,0.0387142857142857,0.0316666666666666,0.183142857142857,0.167
Original,909,10000,0.0928571428571429,0.0263333333333333,0.183142857142857,0.167
RF-GAP,351,10000,0.00142857142857145,0,0.186857142857143,0.185
OOB,351,10000,0.0438571428571428,0.032,0.186857142857143,0.185
Original,351,10000,0.0957142857142857,0.0266666666666666,0.186857142857143,0.185
RF-GAP,3036,10000,0.00114285714285711,0,0.18,0.177666666666667
OOB,3036,10000,0.0365714285714286,0.029,0.18,0.177666666666667
Original,3036,10000,0.0907142857142857,0.0233333333333333,0.18,0.177666666666667
RF-GAP,1680,10000,0.00085714285714289,0,0.18,0.174333333333333
OOB,1680,10000,0.0417142857142857,0.0343333333333333,0.18,0.174333333333333
Original,1680,10000,0.0931428571428572,0.026,0.18,0.174333333333333
RF-GAP,1308,10000,0.00157142857142856,0,0.185571428571429,0.168666666666667
OOB,1308,10000,0.039,0.036,0.185571428571429,0.168666666666667
Original,1308,10000,0.0944285714285714,0.0276666666666666,0.185571428571429,0.168666666666667
RF-GAP,1212,10000,0.00142857142857145,0,0.186571428571429,0.181666666666667
OOB,1212,10000,0.0387142857142857,0.0363333333333333,0.186571428571429,0.181666666666667
Original,1212,10000,0.0924285714285714,0.032,0.186571428571429,0.181666666666667
RF-GAP,468,10000,0.00114285714285711,0,0.182428571428571,0.189
OOB,468,10000,0.0365714285714286,0.0363333333333333,0.182428571428571,0.189
Original,468,10000,0.0921428571428572,0.0286666666666666,0.182428571428571,0.189
RF-GAP,4048,10000,0.000714285714285667,0,0.175714285714286,0.188666666666667
OOB,4048,10000,0.0387142857142857,0.027,0.175714285714286,0.188666666666667
Original,4048,10000,0.0908571428571429,0.0216666666666666,0.175714285714286,0.188666666666667
